geo,year,immigrant_stock_value,g77_and_oecd_countries.x,income_groups.x,is--country.x,iso3166_1_alpha2.x,unicode_region_subtag.x,iso3166_1_alpha3.x,iso3166_1_numeric.x,iso3166_2.x,landlocked.x,latitude.x,longitude.x,main_religion_2008.x,country_name,un_state.x,world_4region.x,world_6region.x,emigrant_stock_value,g77_and_oecd_countries.y,income_groups.y,is--country.y,iso3166_1_alpha2.y,unicode_region_subtag.y,iso3166_1_alpha3.y,iso3166_1_numeric.y,iso3166_2.y,landlocked.y,latitude.y,longitude.y,main_religion_2008.y,un_state.y,world_4region.y,world_6region.y,net_migration
prk,1990,34103,g77,low_income,TRUE,KP,KP,PRK,408,NA,coastline,40,127,NA,North Korea,TRUE,asia,east_asia_pacific,39784,g77,low_income,TRUE,KP,KP,PRK,408,NA,coastline,40,127,NA,TRUE,asia,east_asia_pacific,-5681
jpn,1990,1075317,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,Japan,TRUE,asia,east_asia_pacific,608921,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,TRUE,asia,east_asia_pacific,466396
mng,1990,6718,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,Mongolia,TRUE,asia,east_asia_pacific,24466,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,TRUE,asia,east_asia_pacific,-17748
kor,1990,43247,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,South Korea,TRUE,asia,east_asia_pacific,1624729,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,TRUE,asia,east_asia_pacific,-1581482
brn,1990,73200,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,Brunei,TRUE,asia,east_asia_pacific,26323,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,TRUE,asia,east_asia_pacific,46877
khm,1990,38375,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,Cambodia,TRUE,asia,east_asia_pacific,355430,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,TRUE,asia,east_asia_pacific,-317055
idn,1990,465612,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,Indonesia,TRUE,asia,east_asia_pacific,1638365,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,TRUE,asia,east_asia_pacific,-1172753
lao,1990,22866,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,Lao,TRUE,asia,east_asia_pacific,483021,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,TRUE,asia,east_asia_pacific,-460155
mys,1990,695920,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,Malaysia,TRUE,asia,east_asia_pacific,562762,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,TRUE,asia,east_asia_pacific,133158
mmr,1990,133545,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,Myanmar,TRUE,asia,east_asia_pacific,685310,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,TRUE,asia,east_asia_pacific,-551765
phl,1990,154071,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,Philippines,TRUE,asia,east_asia_pacific,2033684,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,TRUE,asia,east_asia_pacific,-1879613
sgp,1990,727262,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,Singapore,TRUE,asia,east_asia_pacific,156468,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,TRUE,asia,east_asia_pacific,570794
tha,1990,528693,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,Thailand,TRUE,asia,east_asia_pacific,311308,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,TRUE,asia,east_asia_pacific,217385
tls,1990,8954,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,Timor-Leste,TRUE,asia,east_asia_pacific,11261,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,TRUE,asia,east_asia_pacific,-2307
vnm,1990,28118,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,Vietnam,TRUE,asia,east_asia_pacific,1237873,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,TRUE,asia,east_asia_pacific,-1209755
aia,1990,2570,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,Anguilla,FALSE,americas,america,2047,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,FALSE,americas,america,523
atg,1990,12029,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,Antigua and Barbuda,TRUE,americas,america,21753,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,TRUE,americas,america,-9724
abw,1990,14444,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,Aruba,FALSE,americas,america,10596,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,FALSE,americas,america,3848
bhs,1990,26855,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,Bahamas,TRUE,americas,america,25182,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,TRUE,americas,america,1673
brb,1990,24024,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,Barbados,TRUE,americas,america,84931,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,TRUE,americas,america,-60907
vgb,1990,8035,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,British Virgin Islands,FALSE,americas,america,3094,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,FALSE,americas,america,4941
bes,1990,38410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35204
cym,1990,9315,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,Cayman Islands,FALSE,americas,america,373,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,FALSE,americas,america,8942
cub,1990,34555,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,Cuba,TRUE,americas,america,835796,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,TRUE,americas,america,-801241
dma,1990,2519,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,Dominica,TRUE,americas,america,42437,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,TRUE,americas,america,-39918
dom,1990,291151,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,Dominican Republic,TRUE,americas,america,466216,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,TRUE,americas,america,-175065
grd,1990,4263,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,Grenada,TRUE,americas,america,43249,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,TRUE,americas,america,-38986
glp,1990,65944,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,Guadeloupe,FALSE,americas,america,5828,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,FALSE,americas,america,60116
hti,1990,19084,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,Haiti,TRUE,americas,america,528873,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,TRUE,americas,america,-509789
jam,1990,20475,g77,upper_middle_income,TRUE,JM,JM,JAM,388,NA,coastline,18.16667,-77.25,christian,Jamaica,TRUE,americas,america,589010,g77,upper_middle_income,TRUE,JM,JM,JAM,388,NA,coastline,18.16667,-77.25,christian,TRUE,americas,america,-568535
mtq,1990,38705,others,NA,TRUE,MQ,MQ,MTQ,474,NA,coastline,14.66667,-61,christian,Martinique,FALSE,americas,america,11041,others,NA,TRUE,MQ,MQ,MTQ,474,NA,coastline,14.66667,-61,christian,FALSE,americas,america,27664
msr,1990,2013,others,NA,TRUE,MS,MS,MSR,500,NA,coastline,16.75,-62.2,christian,Montserrat,FALSE,americas,america,7188,others,NA,TRUE,MS,MS,MSR,500,NA,coastline,16.75,-62.2,christian,FALSE,americas,america,-5175
pri,1990,321909,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,Puerto Rico,FALSE,americas,america,1200821,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,FALSE,americas,america,-878912
kna,1990,3210,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,St. Kitts and Nevis,TRUE,americas,america,20714,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,TRUE,americas,america,-17504
lca,1990,5305,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,St. Lucia,TRUE,americas,america,22005,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,TRUE,americas,america,-16700
vct,1990,3970,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,St. Vincent and the Grenadines,TRUE,americas,america,37049,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,TRUE,americas,america,-33079
tto,1990,50666,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,Trinidad and Tobago,TRUE,americas,america,197521,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,TRUE,americas,america,-146855
tca,1990,5062,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,Turks and Caicos Islands,FALSE,americas,america,2311,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,FALSE,americas,america,2751
vir,1990,51970,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,Virgin Islands (U.S.),FALSE,americas,america,2362,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,FALSE,americas,america,49608
blz,1990,30404,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,Belize,TRUE,americas,america,36117,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,TRUE,americas,america,-5713
cri,1990,417628,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,Costa Rica,TRUE,americas,america,69711,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,TRUE,americas,america,347917
slv,1990,47360,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,El Salvador,TRUE,americas,america,1242075,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,TRUE,americas,america,-1194715
gtm,1990,264257,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,Guatemala,TRUE,americas,america,348332,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,TRUE,americas,america,-84075
hnd,1990,270423,g77,lower_middle_income,TRUE,HN,HN,HND,340,NA,coastline,15,-86.5,christian,Honduras,TRUE,americas,america,156594,g77,lower_middle_income,TRUE,HN,HN,HND,340,NA,coastline,15,-86.5,christian,TRUE,americas,america,113829
mex,1990,695674,oecd,upper_middle_income,TRUE,MX,MX,MEX,484,NA,coastline,19.42847,-99.12766,christian,Mexico,TRUE,americas,america,4395365,oecd,upper_middle_income,TRUE,MX,MX,MEX,484,NA,coastline,19.42847,-99.12766,christian,TRUE,americas,america,-3699691
nic,1990,41421,g77,lower_middle_income,TRUE,NI,NI,NIC,558,NA,coastline,13,-85,christian,Nicaragua,TRUE,americas,america,442126,g77,lower_middle_income,TRUE,NI,NI,NIC,558,NA,coastline,13,-85,christian,TRUE,americas,america,-400705
pan,1990,62744,g77,upper_middle_income,TRUE,PA,PA,PAN,591,NA,coastline,8.9936,-79.51973,christian,Panama,TRUE,americas,america,134743,g77,upper_middle_income,TRUE,PA,PA,PAN,591,NA,coastline,8.9936,-79.51973,christian,TRUE,americas,america,-71999
arg,1990,1649919,g77,upper_middle_income,TRUE,AR,AR,ARG,32,NA,coastline,-34,-64,christian,Argentina,TRUE,americas,america,430169,g77,upper_middle_income,TRUE,AR,AR,ARG,32,NA,coastline,-34,-64,christian,TRUE,americas,america,1219750
bol,1990,73758,g77,lower_middle_income,TRUE,BO,BO,BOL,68,NA,landlocked,-17,-65,christian,Bolivia,TRUE,americas,america,224693,g77,lower_middle_income,TRUE,BO,BO,BOL,68,NA,landlocked,-17,-65,christian,TRUE,americas,america,-150935
bra,1990,798517,g77,upper_middle_income,TRUE,BR,BR,BRA,76,NA,coastline,-10,-55,christian,Brazil,TRUE,americas,america,500392,g77,upper_middle_income,TRUE,BR,BR,BRA,76,NA,coastline,-10,-55,christian,TRUE,americas,america,298125
chl,1990,107501,g77,high_income,TRUE,CL,CL,CHL,152,NA,coastline,-33.45694,-70.64827,christian,Chile,TRUE,americas,america,493026,g77,high_income,TRUE,CL,CL,CHL,152,NA,coastline,-33.45694,-70.64827,christian,TRUE,americas,america,-385525
col,1990,104277,g77,upper_middle_income,TRUE,CO,CO,COL,170,NA,coastline,4,-73.25,christian,Colombia,TRUE,americas,america,1009935,g77,upper_middle_income,TRUE,CO,CO,COL,170,NA,coastline,4,-73.25,christian,TRUE,americas,america,-905658
ecu,1990,78663,g77,upper_middle_income,TRUE,EC,EC,ECU,218,NA,coastline,-1.25,-78.25,christian,Ecuador,TRUE,americas,america,214008,g77,upper_middle_income,TRUE,EC,EC,ECU,218,NA,coastline,-1.25,-78.25,christian,TRUE,americas,america,-135345
flk,1990,855,others,NA,TRUE,FK,FK,FLK,238,NA,coastline,-51.75,-59.16667,christian,Falkland Is (Malvinas),FALSE,americas,america,260,others,NA,TRUE,FK,FK,FLK,238,NA,coastline,-51.75,-59.16667,christian,FALSE,americas,america,595
guf,1990,63612,others,NA,TRUE,GF,GF,GUF,254,NA,coastline,4,-53,christian,French Guiana,FALSE,americas,america,2844,others,NA,TRUE,GF,GF,GUF,254,NA,coastline,4,-53,christian,FALSE,americas,america,60768
guy,1990,4095,g77,lower_middle_income,TRUE,GY,GY,GUY,328,NA,coastline,5,-59,christian,Guyana,TRUE,americas,america,233731,g77,lower_middle_income,TRUE,GY,GY,GUY,328,NA,coastline,5,-59,christian,TRUE,americas,america,-229636
pry,1990,195884,g77,lower_middle_income,TRUE,PY,PY,PRY,600,NA,landlocked,-23.33333,-58,christian,Paraguay,TRUE,americas,america,297979,g77,lower_middle_income,TRUE,PY,PY,PRY,600,NA,landlocked,-23.33333,-58,christian,TRUE,americas,america,-102095
per,1990,56688,g77,upper_middle_income,TRUE,PE,PE,PER,604,NA,coastline,-10,-75.25,christian,Peru,TRUE,americas,america,314854,g77,upper_middle_income,TRUE,PE,PE,PER,604,NA,coastline,-10,-75.25,christian,TRUE,americas,america,-258166
sur,1990,18083,g77,upper_middle_income,TRUE,SR,SR,SUR,740,NA,coastline,4,-56,christian,Suriname,TRUE,americas,america,179870,g77,upper_middle_income,TRUE,SR,SR,SUR,740,NA,coastline,4,-56,christian,TRUE,americas,america,-161787
ury,1990,98116,g77,high_income,TRUE,UY,UY,URY,858,NA,coastline,-33,-56,christian,Uruguay,TRUE,americas,america,237486,g77,high_income,TRUE,UY,UY,URY,858,NA,coastline,-33,-56,christian,TRUE,americas,america,-139370
ven,1990,1025009,g77,upper_middle_income,TRUE,VE,VE,VEN,862,NA,coastline,8,-66,christian,Venezuela,TRUE,americas,america,185946,g77,upper_middle_income,TRUE,VE,VE,VEN,862,NA,coastline,8,-66,christian,TRUE,americas,america,839063
aus,1990,3955213,oecd,high_income,TRUE,AU,AU,AUS,36,NA,coastline,-25,135,christian,Australia,TRUE,asia,east_asia_pacific,303696,oecd,high_income,TRUE,AU,AU,AUS,36,NA,coastline,-25,135,christian,TRUE,asia,east_asia_pacific,3651517
nzl,1990,518047,oecd,high_income,TRUE,NZ,NZ,NZL,554,NA,coastline,-42,174,christian,New Zealand,TRUE,asia,east_asia_pacific,388173,oecd,high_income,TRUE,NZ,NZ,NZL,554,NA,coastline,-42,174,christian,TRUE,asia,east_asia_pacific,129874
fji,1990,13283,g77,upper_middle_income,TRUE,FJ,FJ,FJI,242,NA,coastline,-18,178,christian,Fiji,TRUE,asia,east_asia_pacific,90166,g77,upper_middle_income,TRUE,FJ,FJ,FJI,242,NA,coastline,-18,178,christian,TRUE,asia,east_asia_pacific,-76883
ncl,1990,37673,others,high_income,TRUE,NC,NC,NCL,540,NA,coastline,-21.5,165.5,christian,New Caledonia,FALSE,asia,east_asia_pacific,4151,others,high_income,TRUE,NC,NC,NCL,540,NA,coastline,-21.5,165.5,christian,FALSE,asia,east_asia_pacific,33522
png,1990,33710,g77,lower_middle_income,TRUE,PG,PG,PNG,598,NA,coastline,-6,147,christian,Papua New Guinea,TRUE,asia,east_asia_pacific,3111,g77,lower_middle_income,TRUE,PG,PG,PNG,598,NA,coastline,-6,147,christian,TRUE,asia,east_asia_pacific,30599
slb,1990,4226,g77,lower_middle_income,TRUE,SB,SB,SLB,90,NA,coastline,-8,159,christian,Solomon Islands,TRUE,asia,east_asia_pacific,2212,g77,lower_middle_income,TRUE,SB,SB,SLB,90,NA,coastline,-8,159,christian,TRUE,asia,east_asia_pacific,2014
vut,1990,2308,g77,lower_middle_income,TRUE,VU,VU,VUT,548,NA,coastline,-16,167,christian,Vanuatu,TRUE,asia,east_asia_pacific,5060,g77,lower_middle_income,TRUE,VU,VU,VUT,548,NA,coastline,-16,167,christian,TRUE,asia,east_asia_pacific,-2752
gum,1990,69755,others,high_income,TRUE,GU,GU,GUM,316,NA,coastline,13.47861,144.81834,christian,Guam,FALSE,asia,east_asia_pacific,1376,others,high_income,TRUE,GU,GU,GUM,316,NA,coastline,13.47861,144.81834,christian,FALSE,asia,east_asia_pacific,68379
kir,1990,2162,others,lower_middle_income,TRUE,KI,KI,KIR,296,NA,coastline,1.421,172.984,christian,Kiribati,TRUE,asia,east_asia_pacific,4053,others,lower_middle_income,TRUE,KI,KI,KIR,296,NA,coastline,1.421,172.984,christian,TRUE,asia,east_asia_pacific,-1891
mhl,1990,1158,g77,upper_middle_income,TRUE,MH,MH,MHL,584,NA,coastline,7.113,171.236,christian,Marshall Islands,TRUE,asia,east_asia_pacific,1426,g77,upper_middle_income,TRUE,MH,MH,MHL,584,NA,coastline,7.113,171.236,christian,TRUE,asia,east_asia_pacific,-268
fsm,1990,3685,g77,lower_middle_income,TRUE,FM,FM,FSM,583,NA,coastline,6.924,158.162,christian,"Micronesia, Fed. Sts.",TRUE,asia,east_asia_pacific,7714,g77,lower_middle_income,TRUE,FM,FM,FSM,583,NA,coastline,6.924,158.162,christian,TRUE,asia,east_asia_pacific,-4029
nru,1990,2815,others,NA,TRUE,NR,NR,NRU,520,NA,coastline,-0.517,166.933,christian,Nauru,TRUE,asia,east_asia_pacific,1419,others,NA,TRUE,NR,NR,NRU,520,NA,coastline,-0.517,166.933,christian,TRUE,asia,east_asia_pacific,1396
mnp,1990,26593,others,high_income,TRUE,MP,MP,MNP,580,NA,coastline,15.214,145.756,christian,Northern Mariana Islands,FALSE,asia,east_asia_pacific,2525,others,high_income,TRUE,MP,MP,MNP,580,NA,coastline,15.214,145.756,christian,FALSE,asia,east_asia_pacific,24068
plw,1990,2801,others,upper_middle_income,TRUE,PW,PW,PLW,585,NA,coastline,7.503,134.621,christian,Palau,TRUE,asia,east_asia_pacific,2958,others,upper_middle_income,TRUE,PW,PW,PLW,585,NA,coastline,7.503,134.621,christian,TRUE,asia,east_asia_pacific,-157
asm,1990,21283,others,upper_middle_income,TRUE,AS,AS,ASM,16,NA,coastline,-11.056,-171.082,christian,American Samoa,FALSE,asia,east_asia_pacific,2041,others,upper_middle_income,TRUE,AS,AS,ASM,16,NA,coastline,-11.056,-171.082,christian,FALSE,asia,east_asia_pacific,19242
cok,1990,2587,others,NA,TRUE,CK,CK,COK,184,NA,coastline,-21.24842,-159.78516,christian,Cook Is,FALSE,asia,east_asia_pacific,17488,others,NA,TRUE,CK,CK,COK,184,NA,coastline,-21.24842,-159.78516,christian,FALSE,asia,east_asia_pacific,-14901
pyf,1990,25830,others,high_income,TRUE,PF,PF,PYF,258,NA,coastline,-15,-140,christian,French Polynesia,FALSE,asia,east_asia_pacific,3149,others,high_income,TRUE,PF,PF,PYF,258,NA,coastline,-15,-140,christian,FALSE,asia,east_asia_pacific,22681
niu,1990,461,others,NA,TRUE,NU,NU,NIU,570,NA,coastline,-19.03333,-169.86667,christian,Niue,FALSE,asia,east_asia_pacific,5860,others,NA,TRUE,NU,NU,NIU,570,NA,coastline,-19.03333,-169.86667,christian,FALSE,asia,east_asia_pacific,-5399
wsm,1990,3357,g77,lower_middle_income,TRUE,WS,WS,WSM,882,NA,coastline,-13.8,-172.13333,christian,Samoa,TRUE,asia,east_asia_pacific,74861,g77,lower_middle_income,TRUE,WS,WS,WSM,882,NA,coastline,-13.8,-172.13333,christian,TRUE,asia,east_asia_pacific,-71504
tkl,1990,270,others,NA,TRUE,TK,TK,TKL,772,NA,coastline,-9.167,-171.83,christian,Tokelau,FALSE,asia,east_asia_pacific,1684,others,NA,TRUE,TK,TK,TKL,772,NA,coastline,-9.167,-171.83,christian,FALSE,asia,east_asia_pacific,-1414
ton,1990,2911,g77,upper_middle_income,TRUE,TO,TO,TON,776,NA,coastline,-20,-175,christian,Tonga,TRUE,asia,east_asia_pacific,32666,g77,upper_middle_income,TRUE,TO,TO,TON,776,NA,coastline,-20,-175,christian,TRUE,asia,east_asia_pacific,-29755
tuv,1990,318,others,upper_middle_income,TRUE,TV,TV,TUV,798,NA,coastline,-8.51719,179.14478,christian,Tuvalu,TRUE,asia,east_asia_pacific,2350,others,upper_middle_income,TRUE,TV,TV,TUV,798,NA,coastline,-8.51719,179.14478,christian,TRUE,asia,east_asia_pacific,-2032
wlf,1990,1402,others,NA,TRUE,WF,WF,WLF,876,NA,coastline,-13.3,-176.2,christian,Wallis et Futuna,FALSE,asia,east_asia_pacific,6484,others,NA,TRUE,WF,WF,WLF,876,NA,coastline,-13.3,-176.2,christian,FALSE,asia,east_asia_pacific,-5082
blr,1990,1248977,others,upper_middle_income,TRUE,BY,BY,BLR,112,NA,landlocked,53,28,christian,Belarus,TRUE,europe,europe_central_asia,1767606,others,upper_middle_income,TRUE,BY,BY,BLR,112,NA,landlocked,53,28,christian,TRUE,europe,europe_central_asia,-518629
bgr,1990,21510,others,upper_middle_income,TRUE,BG,BG,BGR,100,NA,coastline,42.66667,25.25,christian,Bulgaria,TRUE,europe,europe_central_asia,613093,others,upper_middle_income,TRUE,BG,BG,BGR,100,NA,coastline,42.66667,25.25,christian,TRUE,europe,europe_central_asia,-591583
cze,1990,110394,oecd,high_income,TRUE,CZ,CZ,CZE,203,NA,landlocked,49.75,15,christian,Czech Republic,TRUE,europe,europe_central_asia,277260,oecd,high_income,TRUE,CZ,CZ,CZE,203,NA,landlocked,49.75,15,christian,TRUE,europe,europe_central_asia,-166866
hun,1990,347510,oecd,upper_middle_income,TRUE,HU,HU,HUN,348,NA,landlocked,47,20,christian,Hungary,TRUE,europe,europe_central_asia,387514,oecd,upper_middle_income,TRUE,HU,HU,HUN,348,NA,landlocked,47,20,christian,TRUE,europe,europe_central_asia,-40004
pol,1990,1127771,oecd,high_income,TRUE,PL,PL,POL,616,NA,coastline,52,20,christian,Poland,TRUE,europe,europe_central_asia,1510415,oecd,high_income,TRUE,PL,PL,POL,616,NA,coastline,52,20,christian,TRUE,europe,europe_central_asia,-382644
mda,1990,544162,others,lower_middle_income,TRUE,MD,MD,MDA,498,NA,landlocked,47.25,28.58333,christian,Moldova,TRUE,europe,europe_central_asia,625683,others,lower_middle_income,TRUE,MD,MD,MDA,498,NA,landlocked,47.25,28.58333,christian,TRUE,europe,europe_central_asia,-81521
rou,1990,135825,others,upper_middle_income,TRUE,RO,RO,ROU,642,NA,coastline,46,25,christian,Romania,TRUE,europe,europe_central_asia,813066,others,upper_middle_income,TRUE,RO,RO,ROU,642,NA,coastline,46,25,christian,TRUE,europe,europe_central_asia,-677241
rus,1990,11524948,others,high_income,TRUE,RU,RU,RUS,643,NA,coastline,60,100,christian,Russia,TRUE,europe,europe_central_asia,12662893,others,high_income,TRUE,RU,RU,RUS,643,NA,coastline,60,100,christian,TRUE,europe,europe_central_asia,-1137945
svk,1990,41295,oecd,high_income,TRUE,SK,SK,SVK,703,NA,landlocked,48.66667,19.5,christian,Slovak Republic,TRUE,europe,europe_central_asia,133006,oecd,high_income,TRUE,SK,SK,SVK,703,NA,landlocked,48.66667,19.5,christian,TRUE,europe,europe_central_asia,-91711
